id,location,frequency,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7nMB9ZYve3sCcjWKyu0IpI,urban,4,48,209432,0.568,0.509,5,-6.726,0,0.153,0.278,0.0,0.116,0.424,132.825
2xLMifQCjDGFmkHkpNLD9h,urban,4,86,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
6gBFPUFcJLzWGx4lenP6h2,urban,4,89,243837,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
5fwSHlTEWpluwOM0Sxnh5k,urban,4,94,287120,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
05bfbizlM5AX6Mf1RRyMho,urban,4,88,261335,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031
6PDlkWmrq2ZKiUuFt2aQsH,urban,4,82,231604,0.77,0.899,8,-2.981,1,0.0494,0.222,1.14e-06,0.0894,0.851,128.05
49vQclrdXkZXMJnD0VN3qZ,urban,4,54,145872,0.9,0.66,8,-3.782,1,0.179,0.0238,1.15e-06,0.109,0.584,92.013
7M9YbTUwskBoI42Vj4Rkqq,urban,4,48,207847,0.742,0.609,5,-6.212,0,0.272,0.0866,0.0,0.0988,0.732,159.96
0KzpkACompmNTiQdrzSbwQ,urban,4,52,157714,0.695,0.47,4,-6.926,0,0.149,0.0463,0.0,0.145,0.073,93.365
3PEMWmmbisGv371RvTPnuO,urban,4,42,129600,0.52,0.824,1,-5.262,1,0.111,0.41,0.00111,0.221,0.428,150.002
4Li2WHPkuyCdtmokzW2007,urban,4,87,219333,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
0mta8sX4CWGPg2UNl0opm9,urban,4,34,237875,0.697,0.603,8,-8.062,1,0.251,0.184,1.94e-06,0.325,0.352,154.16
5qMBjLvAa8BnShLMoehFkY,urban,4,32,131311,0.557,0.374,3,-12.275,0,0.218,0.195,6.29e-06,0.0973,0.104,148.042
1jCoAM7i3fDWvcWOv2PX0U,urban,4,33,194252,0.833,0.611,8,-9.773,1,0.293,0.5,0.0,0.633,0.416,96.024
60CElvvDYa45pZ66lfRuTq,urban,4,32,158337,0.769,0.647,7,-4.79,1,0.288,0.735,0.0,0.0886,0.667,94.056
2iLegn1UOmpNpQAxcQoGJW,urban,4,81,234402,0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-05,0.111,0.607,91.023
2J3oaXTqKjGGHCOQLeBnBA,urban,4,84,137533,0.827,0.768,0,-5.702,1,0.265,0.79,2.45e-05,0.497,0.734,99.988
3JCaq3KDSROg3TXhdiDa9n,urban,4,86,263253,0.759,0.842,8,-3.758,1,0.096,0.101,0.0,0.134,0.584,105.059
7iqOIHHEmu6Vhw25GgQ2eA,urban,4,85,170760,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876
6GPBXtnSepHovJi1uD1Ggj,urban,4,82,226010,0.79,0.766,6,-3.497,0,0.111,0.324,0.0,0.0832,0.825,82.026
2KcNrONbZ0hvBPjvrDO2tx,urban,4,83,235411,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979
71eT7jfJ6iNhTIxzBuqwkA,urban,4,57,169796,0.733,0.569,5,-7.476,0,0.0419,0.394,0.0,0.105,0.847,147.021
03tqyYWC9Um2ZqU0ZN849H,urban,3,81,263773,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497
2NyrXRn4tancYPW6JwtTl2,urban,3,77,158684,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061
4kNvYhyl8R6m1vykVkcuBu,urban,3,0,270867,0.67,0.515,1,-6.977,1,0.397,0.0705,0.0,0.25,0.422,122.006
6rUcS9i07F6okIe8wujs5J,urban,3,65,246013,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057
0wCC06ziWEkYOif44iFggw,urban,3,51,248533,0.682,0.513,1,-6.312,0,0.396,0.0128,0.0,0.212,0.338,130.085
6n5hSi8Mdyee0XvsmIffeV,urban,3,71,477675,0.774,0.654,1,-6.932,1,0.234,0.192,0.0,0.303,0.846,166.001
4nfn4q3ygnHhriDyYW6Fkf,urban,3,68,453360,0.731,0.786,0,-4.898,1,0.254,0.114,0.0,0.437,0.78,89.092
1Pf1qN0amPFq5CrZlB60bl,urban,3,71,276105,0.698,0.845,7,-4.705,1,0.12,0.176,0.0,0.239,0.749,171.938
7rbtNjuh56l71xV7Uowf50,urban,3,64,228560,0.875,0.691,4,-7.704,1,0.114,0.0446,0.00326,0.219,0.612,92.993
7M3KyYaVUCSsCalhShI8yH,urban,3,61,274074,0.753,0.91,1,-3.26,0,0.0688,0.306,0.0,0.103,0.922,162.005
5ZauIeuBfvOCpBDZwEduaE,urban,3,51,161377,0.561,0.664,11,-6.98,0,0.296,0.142,1.72e-05,0.312,0.678,139.458
3xLgpixCKiEXyrBxpNJwga,urban,3,43,169580,0.932,0.721,7,-4.383,1,0.235,0.261,0.0,0.0593,0.617,105.032
1rExu7075LZrpDfT0Cg8Kk,urban,3,50,163992,0.811,0.681,1,-6.017,0,0.134,0.0953,0.00165,0.187,0.809,155.074
5qaaQp6KvkEdB2q7SKQAcJ,urban,3,61,148942,0.922,0.708,8,-5.618,0,0.262,0.281,0.000168,0.279,0.732,104.055
50S1qzDaxqpL0FH8rhtxZ7,urban,3,43,166640,0.857,0.592,1,-6.767,0,0.381,0.181,0.0,0.111,0.77,159.901
0DjoEWNm4HNqu0JmvlIPcI,urban,3,42,170145,0.743,0.635,3,-6.693,0,0.358,0.395,5.95e-06,0.0721,0.574,104.786
4Mh5wGoyhpzYECcGdmXTmc,urban,3,49,172869,0.867,0.617,0,-4.193,0,0.365,0.349,0.0,0.0553,0.512,124.94
6LDCpaEEwymjW8Fj3l896N,urban,3,39,160661,0.894,0.743,6,-6.659,0,0.0831,0.0246,0.00342,0.28,0.46,107.99
35eqZaftqsPaMepLdDwAu4,urban,3,46,144500,0.735,0.637,0,-4.532,0,0.0913,0.0439,0.0,0.0805,0.261,119.801
3g1yNMutQGZUmcaVArVaf2,urban,3,37,163554,0.826,0.617,7,-5.571,0,0.0589,0.382,0.0,0.135,0.785,114.026
781hm63hoGyBWLz0eVGmSQ,urban,3,43,180321,0.779,0.469,2,-9.094,1,0.322,0.311,0.0,0.209,0.523,139.925
6lYuKZ7KA6Xn0EGmlaNfbu,urban,3,55,220877,0.899,0.708,3,-5.048,1,0.0975,0.603,0.0,0.0385,0.974,106.033
184HI8TB2GGFMkgOQvVwYW,urban,3,36,205320,0.814,0.645,4,-6.232,0,0.0439,0.165,4.88e-05,0.0925,0.377,125.055
5EqFKibwuIStKtAW5y8MQt,urban,3,43,214062,0.715,0.636,2,-6.676,0,0.0338,0.409,0.00468,0.117,0.36,119.96
6iKh27IuddYWKDKC6x5NtM,urban,3,41,167435,0.864,0.693,10,-5.571,0,0.0516,0.462,0.0,0.167,0.851,118.962
6GfqrsrHtwS9gUmZ6ZjPtu,urban,3,40,189266,0.642,0.718,2,-5.097,0,0.076,0.246,0.0,0.125,0.583,103.842
6vdALpNCw1AYYvFMQLmYpU,urban,3,38,283769,0.789,0.686,9,-7.144,0,0.0697,0.205,0.000262,0.0757,0.806,115.026
71QQob1CUAwvN4pfC7jkLM,urban,3,47,217754,0.686,0.749,7,-4.991,0,0.0315,0.434,9.13e-06,0.139,0.533,118.021
69T50mZU6jlxdrrZrrxRNW,urban,3,44,208544,0.722,0.628,4,-6.895,0,0.0879,0.0168,0.0,0.136,0.303,103.007
10QAeCq9l8syEIuhKvpNxb,urban,3,0,222705,0.734,0.476,8,-7.277,1,0.452,0.108,0.0,0.134,0.424,73.735
6uGjN966pQMwlpS3D3iv8n,urban,3,41,244286,0.667,0.507,5,-7.117,0,0.0665,0.123,0.0,0.131,0.306,111.982
0XGOJCmUyGbzYMEj1vBP3s,urban,3,45,190164,0.7,0.616,7,-6.925,0,0.0728,0.0713,0.0,0.0777,0.247,109.989
5rb9QrpfcKFHM1EUbSIurX,night_life,17,86,250373,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018
2CEgGE6aESpnmtfiZwYlbV,night_life,15,85,202613,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975
3bidbhpOYeV4knp8AIu8Xn,night_life,14,86,258343,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
4cG7HUWYHBV6R6tHn1gxrl,night_life,14,89,169153,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
4QNpBfC0zvjKqPJcyqBy9W,night_life,13,86,252307,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024
0CAfXk7DXMnon4gLudAp7J,night_life,13,85,231400,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008
4356Typ82hUiFAynbLYbPn,night_life,12,84,220800,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963
7ks6AZmFcm3Y6PGGxGSmlB,night_life,12,77,194840,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884
2bJvI42r8EF3wxjOuDav4r,night_life,12,85,229360,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
6f3Slt0GbA2bPZlz0aIFXN,night_life,11,89,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
4E5P1XyAFtrjpiIxkydly4,night_life,11,80,182307,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
6YUTL4dYpB9xZO5qExPf05,night_life,11,86,222533,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
24Yi9hE78yPEbZ4kxyoXAI,night_life,10,86,176840,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975
3ZFTkvIE7kyPt6Nu3PEa7V,night_life,10,87,218093,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
3cHyrEgdyYRjgJKSOiOtcS,night_life,10,85,204160,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992
0C4ejWmOTMv8vuYj85mf8m,night_life,9,78,243533,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975
0ByMNEPAPpOR5H69DVrTNy,night_life,9,83,267080,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668
0k2GOhqsrxDTAbFFSdNJjT,night_life,9,83,218573,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04
2LEF1A8DOZ9wRYikWgVlZ8,night_life,9,81,248133,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011
2ahnofp2LbBWDXcJbMaSTu,night_life,8,74,270373,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871
5pmL3RzOy3IvGFaSDi4hZL,night_life,8,79,244907,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053
2s5YN9O8Qv25BjQobPHWVZ,night_life,8,0,219307,0.431,0.862,7,-7.005,0,0.428,0.00618,0.0,0.322,0.696,124.93
2V65y3PX4DkRhy1djlxd9p,night_life,8,81,212862,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042
7mitXLIMCflkhZiD34uEQI,night_life,8,78,262147,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014
3iw6V4LH7yPj1ESORX9RIN,night_life,7,82,116750,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932
5YaskwnGDZFDRipaqzbwQx,night_life,7,85,150053,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993
20McUFi8KCIVdNDLrkTDuZ,night_life,7,82,163208,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946
3GpbwCm3YxiWDvy29Uo3vP,night_life,7,79,204640,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986
4kLLWz7srcuLKA7Et40PQR,night_life,7,85,289133,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96
2iJuuzV8P9Yz0VSurttIV5,night_life,7,83,283400,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033
7ElF5zxOwYP4qVSWVvse3W,night_life,7,79,201547,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01
6cx06DFPPHchuUAcTxznu9,night_life,7,87,166028,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
6ho0GyrWZN3mhi9zVRW7xi,night_life,7,79,248036,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003
6ebkx7Q5tTxrCxKq4GYj0Y,night_life,7,81,234560,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966
2WfaOiMkCvy7F5fcp2zZ8L,night_life,6,88,225280,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
2USlegnFJLrVLpoVfPimKB,night_life,6,89,160000,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216
0b18g3G5spr4ZCkz7Y6Q0Q,night_life,6,86,186210,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04
7iL6o9tox1zgHpKUfh9vuC,night_life,6,87,193467,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
5HQVUIKwCEXpe7JIHyY734,night_life,6,82,207333,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
2prnn41CblB8B4yWACDljP,night_life,6,86,158095,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002
18asYwWugKjjsihZ0YvRxO,night_life,6,95,164819,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
20on25jryn53hWghthWWW3,night_life,6,95,157890,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927
0E9ZjEAyAwOXZ7wJC0PD33,night_life,6,83,184560,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
4uDhts78RdwIDjEqPrYVKp,night_life,6,81,138819,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033
6ft4hAq6yde8jPZY2i5zLr,night_life,6,85,167903,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
02itaCXOdC54J0ISjqqFAp,night_life,6,78,147840,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948
0GiwV6v3AgJfdu59tj719Y,night_life,6,77,150635,0.899,0.894,1,-7.255,1,0.222,0.203,9.95e-05,0.0606,0.654,129.047
62zFEHfAYl5kdHYOivj4BC,night_life,6,79,227280,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05
6Dy1jexKYriXAVG6evyUTJ,night_life,6,88,162604,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97
3bC1ahPIYt1btJzSSEyyrF,night_life,6,83,224653,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976
5QIG1kl6klZIy0Lu67XNYJ,night_life,6,65,195192,0.775,0.76,0,-4.847,0,0.126,0.00573,0.0,0.341,0.766,124.977
2EBCVPNAG46nbgs6jXPGvv,night_life,6,80,210627,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008
22mek4IiqubGD9ctzxc69s,night_life,6,81,212640,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
49FYlytm3dAAraYgpoJZux,night_life,6,86,275987,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
3H7ihDc1dqLriiWXwsc2po,night_life,6,84,166794,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031
5tXyNhNcsnn7HbcABntOSf,night_life,6,0,222160,0.666,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932
2oENJa1T33GJ0w8dC167G4,night_life,6,76,239987,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973
0O45fw2L5vsWpdsOdXwNAR,night_life,6,83,242733,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0
0nrRP2bk19rLc0orkWPQk2,night_life,6,89,247427,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
04KTF78FFg8sOHC1BADqbY,night_life,6,79,228240,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075
6h5PAsRni4IRlxWr6uDPTP,night_life,6,84,203000,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077
2Cd9iWfcOpGDHLz6tVA3G4,night_life,6,82,202627,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988
3dPvQLKl42dMYWV4LWRTLK,night_life,5,70,203076,0.775,0.886,6,-6.68,0,0.0476,0.589,7.71e-06,0.0991,0.939,172.013
0VjIjW4GlUZAMYd2vXMi3b,night_life,5,95,200040,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
6zSpb8dQRaw0M1dK8PBwQz,night_life,5,96,202735,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
5fwSHlTEWpluwOM0Sxnh5k,night_life,5,94,287120,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
4ASOMWcJUrwEpjJy4GEijz,night_life,5,77,196900,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02
6iW38RGqdDGOofmz2HeXLW,night_life,5,79,166452,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033
0siYMEsGrzzzlWLXK5zJfS,night_life,5,84,178088,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989
7CHi4DtfK4heMlQaudCuHK,night_life,5,83,168387,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935
1DFD5Fotzgn6yYXkYsKiGs,night_life,5,81,152913,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08
0JhKJg5ejeQ8jq89UQtnw8,night_life,5,2,199904,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035
5YPMEOJ58kfl56VHxTgwx3,night_life,5,73,201000,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072
1dzQoRqT5ucxXVaAhTcT0J,night_life,5,81,241933,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
5UqCQaDshqbIk3pkhy4Pjg,night_life,5,82,199907,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04
16Cs9KsHzgunxaEfGrXysG,night_life,5,70,208845,0.723,0.87,8,-3.013,0,0.0435,0.035,0.0,0.656,0.678,129.952
0r2Bul2NuCViraT2zX1l5j,night_life,5,78,334067,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
6GomT970rCOkKAyyrwJeZi,night_life,5,86,157445,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051
2Foc5Q5nqNiosCNqttzHof,night_life,5,87,248413,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
1NpW5kyvO4XrNJ3rnfcNy3,night_life,5,82,232947,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075
5qTvkDrSfvwDv6RBjjcfQr,night_life,5,79,211666,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202
127uq83uGFapbddqiMUKky,night_life,5,80,195853,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
1gihuPhrLraKYrJMAEONyc,night_life,5,84,206413,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
5WoBAyXaOnKEfvsZocrPeT,night_life,5,74,186047,0.842,0.673,9,-6.068,1,0.068,0.0307,0.0197,0.058,0.354,128.99
7LP4Es66zdY7CyjepqmvAg,night_life,5,5,212107,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997
0HPD5WQqrq7wPWR7P7Dw1i,night_life,5,85,199693,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028
5xYC48nOppVemY6U5GRGTb,night_life,5,81,210853,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983
3E7dfMvvCLUddWissuqMwr,night_life,5,84,202067,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
4flXUmmCKe1GAAvIoptHq7,night_life,5,0,224720,0.706,0.842,0,-4.628,0,0.038,0.0476,0.0,0.134,0.818,104.958
0Hf4aIJpsN4Os2f0y0VqWl,night_life,5,82,229507,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956
0PH49SrRKOFVWF81PobhW6,night_life,4,72,166401,0.753,0.806,2,-2.782,1,0.0436,0.673,0.0,0.244,0.771,156.026
2SUPbyD77tJuOUbqbxct6l,night_life,4,69,147876,0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977
0WlmiIK5qFQ4dAB4mCA4sI,night_life,4,69,169773,0.533,0.915,3,-2.337,0,0.047,0.324,0.0,0.0891,0.967,167.927
200MELMFIVTTctrcZBOjIB,night_life,4,55,143651,0.73,0.85,10,-4.075,0,0.0492,0.479,0.0,0.0553,0.924,163.946
1T3hcBQRwacjWLuJJFt8co,night_life,4,65,197233,0.667,0.872,6,-3.42,0,0.0643,0.179,0.0,0.106,0.94,163.961
7EWXP47VlXKO3r7mNxuWHw,night_life,4,69,155210,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946
5vlEg2fT4cFWAqU5QptIpQ,night_life,4,77,182307,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
2gam98EZKrF9XuOkU13ApN,night_life,4,87,242293,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
3jlbL2OTD5YmIunYzgQTAN,night_life,4,80,338853,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841
48QmG1dfvMuYLxMPt7KSRA,night_life,4,89,221176,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04
